  +0.1286 +0.9491  +0.1414 +0.9165  +0.1543 +0.9054  +0.1671 +0.9067
  +0.1799 +0.9118  +0.1928 +0.9172  +0.2056 +0.9240  +0.2184 +0.9286
  +0.2313 +0.9303  +0.2441 +0.9340  +0.2570 +0.9420  +0.2698 +0.9495
  +0.2826 +0.9563  +0.2955 +0.9865  +0.3083 +1.0453  +0.3211 +1.0924
  +0.3340 +1.1261  +0.3468 +1.1520  +0.3596 +1.1483  +0.3725 +1.0990
  +0.3853 +1.0342  +0.3982 +0.9839  +0.4110 +0.9428  +0.4238 +0.9044
  +0.4367 +0.8658  +0.4495 +0.8243  +0.4623 +0.7853  +0.4752 +0.7500
  +0.4880 +0.7105  +0.5009 +0.6675  +0.5137 +0.6337  +0.5265 +0.5959
  +0.5394 +0.5533  +0.5522 +0.5168  +0.5650 +0.4807  +0.5779 +0.4400
  +0.5907 +0.3993  +0.6036 +0.3647  +0.6164 +0.3259  +0.6292 +0.2819
  +0.6421 +0.2482  +0.6549 +0.2111  +0.6677 +0.1691  +0.6806 +0.1310
  +0.6934 +0.0955  +0.7063 +0.0554  +0.7191 +0.0133  +0.7319 -0.0208
  +0.7448 -0.0589  +0.7576 -0.1020  +0.7704 -0.1376  +0.7833 -0.1741
  +0.7961 -0.2152  +0.8090 -0.2550  +0.8218 -0.2899  +0.8346 -0.3291
  +0.8475 -0.3727  +0.8603 -0.4063  +0.8731 -0.4438  +0.8860 -0.4861
  +0.8988 -0.5235  +0.9116 -0.5592  +0.9245 -0.5995  +0.9373 -0.6409
  +0.9502 -0.6753  +0.9630 -0.7138  +0.9758 -0.7575  +0.9887 -0.7918
  +1.0015 -0.8289  +1.0143 -0.8703  +1.0272 -0.9090  +1.0400 -0.9446
  +1.0529 -0.9842  +1.0657 -1.0270  +1.0785 -1.0608  +1.0914 -1.0986
  +1.1042 -1.1413  +1.1170 -1.1776  +1.1299 -1.2139  +1.1427 -1.2546
  +1.1556 -1.2951  +1.1684 -1.3298  +1.1812 -1.3687  +1.1941 -1.4127
  +1.2069 -1.4464  +1.2197 -1.4836  +1.2326 -1.5255  +1.2454 -1.5635
  +1.2583 -1.5991  +1.2711 -1.6390  +1.2839 -1.6811  +1.2968 -1.7153
  +1.3096 -1.7535  +1.3224 -1.7967  +1.3353 -1.8318  +1.3481 -1.8684
  +1.3610 -1.9097  +1.3738 -1.9492  +1.3866 -1.9842  +1.3995 -2.0236
  +1.4115 -2.0651
   8   212   112
  +0.0000 +0.3997  +0.0128 +0.3777  +0.0257 +0.3718  +0.0385 +0.5361
  +0.0513 +0.5073  +0.0642 +0.1884  +0.0770 -0.0169  +0.0899 +0.1245
  +0.1027 +0.2776  +0.1155 +0.3744  +0.1284 +0.4757  +0.1412 +0.5673
  +0.1540 +0.6091  +0.1669 +0.6551  +0.1797 +0.7397  +0.1926 +0.7940
  +0.2054 +0.8276  +0.2182 +0.8432  +0.2311 +0.8377  +0.2439 +0.8395
  +0.2567 +0.8670  +0.2696 +0.8940  +0.2824 +0.9120  +0.2953 +0.9327
  +0.3081 +0.9419  +0.3209 +0.9388  +0.3338 +0.9394  +0.3466 +0.9450
  +0.3594 +0.9469  +0.3723 +0.9383  +0.3851 +0.9158  +0.3980 +0.8820
  +0.4108 +0.8434  +0.4236 +0.8051  +0.4365 +0.7666  +0.4493 +0.7257
  +0.4621 +0.6853  +0.4750 +0.6506  +0.4878 +0.6116  +0.5007 +0.5676
  +0.5135 +0.5340  +0.5263 +0.4968  +0.5392 +0.4548  +0.5520 +0.4168
  +0.5648 +0.3813  +0.5777 +0.3412  +0.5905 +0.2993  +0.6033 +0.2651
  +0.6162 +0.2269  +0.6290 +0.1838  +0.6419 +0.1486  +0.6547 +0.1119
  +0.6675 +0.0708  +0.6804 +0.0310  +0.6932 -0.0039  +0.7060 -0.0433
  +0.7189 -0.0868  +0.7317 -0.1204  +0.7446 -0.1580  +0.7574 -0.2003
  +0.7702 -0.2373  +0.7831 -0.2733  +0.7959 -0.3137  +0.8087 -0.3549
  +0.8216 -0.3893  +0.8344 -0.4279  +0.8473 -0.4717  +0.8601 -0.5060
  +0.8729 -0.5429  +0.8858 -0.5845  +0.8986 -0.6232  +0.9114 -0.6586
  +0.9243 -0.6983  +0.9371 -0.7409  +0.9500 -0.7749  +0.9628 -0.8128
  +0.9756 -0.8557  +0.9885 -0.8918  +1.0013 -0.9281  +1.0141 -0.9690
  +1.0270 -1.0090  +1.0398 -1.0438  +1.0527 -1.0829  +1.0655 -1.1270
  +1.0783 -1.1604  +1.0912 -1.1977  +1.1040 -1.2397  +1.1168 -1.2774
  +1.1297 -1.3132  +1.1425 -1.3533  +1.1553 -1.3951  +1.1682 -1.4293
  +1.1810 -1.4676  +1.1939 -1.5110  +1.2067 -1.5461  +1.2195 -1.5827
  +1.2324 -1.6240  +1.2452 -1.6633  +1.2580 -1.6983  +1.2709 -1.7378
  +1.2837 -1.7812  +1.2966 -1.8147  +1.3094 -1.8526  +1.3222 -1.8952
  +1.3351 -1.9318  +1.3479 -1.9678  +1.3607 -2.0083  +1.3736 -2.0492
  +1.3864 -2.0838  +1.3993 -2.1225  +1.4121 -2.1663  +1.4129 -2.1692
   9   212   112
  +0.0000 +0.1575  +0.0128 +0.2343  +0.0257 +0.3817  +0.0385 +0.4829
  +0.0513 +0.4601  +0.0642 +0.3589  +0.0770 +0.3636  +0.0899 +0.4904
  +0.1027 +0.5703  +0.1155 +0.5412  +0.1284 +0.5785  +0.1412 +0.7218
  +0.1540 +0.7530  +0.1669 +0.7679  +0.1797 +0.8608  +0.1926 +0.9038
  +0.2054 +0.8930  +0.2182 +0.8888  +0.2311 +0.8875  +0.2439 +0.8901
  +0.2567 +0.9087  +0.2696 +0.9252  +0.2824 +0.9363  +0.2953 +0.9503
  +0.3081 +0.9559  +0.3209 +0.9553  +0.3338 +0.9570  +0.3466 +0.9596
  +0.3594 +0.9603  +0.3723 +0.9521  +0.3851 +0.9295  +0.3980 +0.8954
  +0.4108 +0.8567  +0.4236 +0.8184  +0.4365 +0.7799  +0.4493 +0.7393
  +0.4621 +0.6984  +0.4750 +0.6639  +0.4878 +0.6251  +0.5007 +0.5813
  +0.5135 +0.5473  +0.5263 +0.5101  +0.5392 +0.4683  +0.5520 +0.4301
  +0.5648 +0.3946  +0.5777 +0.3547  +0.5905 +0.3124  +0.6033 +0.2783
  +0.6162 +0.2403  +0.6290 +0.1973  +0.6419 +0.1617  +0.6547 +0.1252
  +0.6675 +0.0842  +0.6804 +0.0445  +0.6932 +0.0095  +0.7060 -0.0298
  +0.7189 -0.0736  +0.7317 -0.1071  +0.7446 -0.1445  +0.7574 -0.1868
  +0.7702 -0.2242  +0.7831 -0.2600  +0.7959 -0.3002  +0.8087 -0.3417
  +0.8216 -0.3760  +0.8344 -0.4145  +0.8473 -0.4580  +0.8601 -0.4927
  +0.8729 -0.5294  +0.8858 -0.5709  +0.8986 -0.6099  +0.9114 -0.6451
  +0.9243 -0.6847  +0.9371 -0.7277  +0.9500 -0.7615  +0.9628 -0.7994
  +0.9756 -0.8422  +0.9885 -0.8784  +1.0013 -0.9147  +1.0141 -0.9551
  +1.0270 -0.9957  +1.0398 -1.0305  +1.0527 -1.0694  +1.0655 -1.1135
  +1.0783 -1.1472  +1.0912 -1.1843  +1.1040 -1.2262  +1.1168 -1.2642
  +1.1297 -1.2999  +1.1425 -1.3399  +1.1553 -1.3820  +1.1682 -1.4161
  +1.1810 -1.4542  +1.1939 -1.4974  +1.2067 -1.5328  +1.2195 -1.5693
  +1.2324 -1.6105  +1.2452 -1.6501  +1.2580 -1.6851  +1.2709 -1.7245
  +1.2837 -1.7680  +1.2966 -1.8016  +1.3094 -1.8392  +1.3222 -1.8817
  +1.3351 -1.9187  +1.3479 -1.9547  +1.3607 -1.9948  +1.3736 -2.0361
  +1.3864 -2.0705  +1.3993 -2.1091  +1.4121 -2.1528  +1.4132 -2.1570
  10   204   104
  +0.0784 +0.3687  +0.0913 +0.4325  +0.1041 +0.5104  +0.1170 +0.6003
  +0.1298 +0.6336  +0.1426 +0.6614  +0.1555 +0.7322  +0.1683 +0.7654
  +0.1811 +0.7781  +0.1940 +0.8039  +0.2068 +0.8497  +0.2196 +0.8891
  +0.2325 +0.9057  +0.2453 +0.9246  +0.2582 +0.9406  +0.2710 +0.9448
  +0.2838 +0.9453  +0.2967 +0.9589  +0.3095 +0.9787  +0.3223 +0.9839
  +0.3352 +0.9837  +0.3480 +0.9857  +0.3609 +0.9856  +0.3737 +0.9807
  +0.3865 +0.9748  +0.3994 +0.9703  +0.4122 +0.9677  +0.4250 +0.9662
  +0.4379 +0.9673  +0.4507 +0.9530  +0.4636 +0.9180  +0.4764 +0.8787
  +0.4892 +0.8352  +0.5021 +0.8015  +0.5149 +0.7640  +0.5277 +0.7216
  +0.5406 +0.6846  +0.5534 +0.6487  +0.5663 +0.6082  +0.5791 +0.5671
