  +0.4764 +0.9742  +0.4892 +0.9765  +0.5020 +0.9790  +0.5149 +0.9815
  +0.5277 +0.9843  +0.5406 +0.9869  +0.5534 +0.9889  +0.5662 +0.9901
  +0.5791 +0.9905  +0.5919 +0.9903  +0.6047 +0.9892  +0.6059 +0.9891
  20   138    38
  +0.1519 +1.1474  +0.1647 +1.3359  +0.1775 +1.4758  +0.1904 +1.3731
  +0.2032 +1.1196  +0.2161 +1.0607  +0.2289 +1.0592  +0.2417 +1.1048
  +0.2546 +1.1169  +0.2674 +1.0888  +0.2802 +1.1380  +0.2931 +1.1578
  +0.3059 +1.1129  +0.3188 +1.0414  +0.3316 +0.9781  +0.3444 +0.9435
  +0.3573 +0.9334  +0.3701 +0.9319  +0.3829 +0.9358  +0.3958 +0.9410
  +0.4086 +0.9387  +0.4215 +0.9292  +0.4343 +0.9191  +0.4471 +0.9138
  +0.4600 +0.9136  +0.4728 +0.9159  +0.4856 +0.9195  +0.4985 +0.9223
  +0.5113 +0.9223  +0.5242 +0.9202  +0.5370 +0.9211  +0.5498 +0.9220
  +0.5627 +0.9229  +0.5755 +0.9239  +0.5883 +0.9249  +0.6012 +0.9259
  +0.6140 +0.9270  +0.6185 +0.9274
  21     2     0
  3.0000  14.0650  1.0000  0.0000
  22   149    49
  +0.0152 +2.3237  +0.0281 +2.4830  +0.0409 +2.3969  +0.0537 +2.0473
  +0.0666 +1.6151  +0.0794 +1.3514  +0.0923 +1.2735  +0.1051 +1.2545
  +0.1179 +1.2245  +0.1308 +1.1824  +0.1436 +1.1386  +0.1564 +1.1011
  +0.1693 +1.0626  +0.1821 +1.0220  +0.1950 +0.9908  +0.2078 +0.9735
  +0.2206 +1.0294  +0.2335 +1.1508  +0.2463 +1.1587  +0.2591 +1.0682
  +0.2720 +1.0580  +0.2848 +1.0607  +0.2976 +0.9701  +0.3105 +0.8826
  +0.3233 +0.8454  +0.3362 +0.8000  +0.3490 +0.7445  +0.3618 +0.6971
  +0.3747 +0.6587  +0.3875 +0.6277  +0.4003 +0.6066  +0.4132 +0.5985
  +0.4260 +0.5710  +0.4389 +0.5241  +0.4517 +0.5026  +0.4645 +0.5926
  +0.4774 +0.7989  +0.4902 +0.9583  +0.5030 +0.9944  +0.5159 +0.9277
  +0.5287 +0.8056  +0.5416 +0.6252  +0.5544 +0.6028  +0.5672 +0.5443
  +0.5801 +0.4567  +0.5929 +0.3226  +0.6057 +0.2709  +0.6186 +0.2253
  +0.6287 +0.1818
  23   139    39
  +0.1589 +0.7305  +0.1718 +0.5913  +0.1846 +0.4247  +0.1975 +0.8278
  +0.2103 +1.4789  +0.2231 +1.7472  +0.2360 +1.6373  +0.2488 +1.3877
  +0.2616 +1.3452  +0.2745 +1.3365  +0.2873 +1.2989  +0.3002 +1.2529
  +0.3130 +1.1987  +0.3258 +1.1399  +0.3387 +1.0774  +0.3515 +1.0111
  +0.3643 +0.9432  +0.3772 +0.8759  +0.3900 +0.8103  +0.4029 +0.7495
  +0.4157 +0.6915  +0.4285 +0.6305  +0.4414 +0.5683  +0.4542 +0.5076
  +0.4670 +0.4482  +0.4799 +0.3893  +0.4927 +0.3292  +0.5055 +0.2679
  +0.5184 +0.2060  +0.5312 +0.1433  +0.5441 +0.0752  +0.5569 +0.0111
  +0.5697 -0.0524  +0.5826 -0.1135  +0.5954 -0.1748  +0.6082 -0.2348
  +0.6211 -0.2920  +0.6339 -0.3422  +0.6365 -0.3531
  24   150    50
  +0.0157 +2.4408  +0.0286 +2.6197  +0.0414 +2.5358  +0.0542 +2.1402
  +0.0671 +1.5427  +0.0799 +1.2167  +0.0927 +1.2418  +0.1056 +1.2562
  +0.1184 +1.2289  +0.1313 +1.1895  +0.1441 +1.1514  +0.1569 +1.1202
  +0.1698 +1.0874  +0.1826 +1.0473  +0.1954 +1.0099  +0.2083 +0.9810
  +0.2211 +0.9512  +0.2339 +0.9215  +0.2468 +0.9003  +0.2596 +0.8986
  +0.2725 +0.9554  +0.2853 +1.0069  +0.2981 +0.9472  +0.3110 +0.8417
  +0.3238 +0.7892  +0.3366 +0.7367  +0.3495 +0.6678  +0.3623 +0.6231
  +0.3752 +0.5903  +0.3880 +0.5535  +0.4008 +0.5438  +0.4137 +0.5790
  +0.4265 +0.5722  +0.4393 +0.4995  +0.4522 +0.4373  +0.4650 +0.4150
  +0.4779 +0.5167  +0.4907 +0.7254  +0.5035 +0.9036  +0.5164 +0.9979
  +0.5292 +0.9891  +0.5420 +0.8738  +0.5549 +0.6335  +0.5677 +0.3964
  +0.5806 +0.4074  +0.5934 +0.6158  +0.6062 +0.7973  +0.6191 +0.4060
  +0.6319 +0.1544  +0.6394 +0.1222
  25   150    50
